text,font_size,len_chars,is_upper,page_num,font_count,is_bold,x0,x1,y0,y1,label
"After studying this Unit, you will be",9.5,37,0,1,1,0,79.32,259.92960000000005,571.4305,580.9305,body
able to,9.5,7,0,1,1,0,79.32,113.04199999999997,560.0305000000001,569.5305000000001,body
•,9.5,1,0,1,1,0,79.32,83.69,546.7105,556.2105,body
appreciate,9.5,10,0,1,1,0,97.32,152.25999999999996,546.7105,556.2105,body
the postulates of,9.5,17,0,1,1,0,160.67379999999997,259.92740000000003,546.7105,556.2105,body
Werner’s theory of coordination,9.5,31,0,1,1,0,97.32,259.9228,535.3105,544.8105,body
compounds;,9.5,10,0,1,1,0,97.32,156.6024,523.9105000000001,533.4105000000001,body
know the meaning of the terms:,9.5,30,0,1,1,0,97.32,259.9286,510.4705,519.9705,body
"coordination entity, central atom/",9.5,34,0,1,1,0,97.32,259.9313000000001,499.07050000000004,508.57050000000004,body
"ion, ligand, coordination number,",9.5,33,0,1,1,0,97.32,259.84,487.67050000000006,497.17050000000006,body
"coordination sphere, coordination",9.5,33,0,1,1,0,97.31999999999996,259.92819999999995,476.2705000000001,485.7705000000001,body
"polyhedron, oxidation number,",9.5,29,0,1,1,0,97.31999999999996,259.84,464.8705000000001,474.3705000000001,body
homoleptic and heteroleptic;,9.5,28,0,1,1,0,97.31999999999996,239.0472999999998,453.47050000000013,462.97050000000013,body
learn the rules of nomenclature,9.5,31,0,1,1,0,97.31999999999996,259.9286000000001,440.03050000000013,449.53050000000013,body
of coordination compounds;,9.5,26,0,1,1,0,97.31999999999996,235.32729999999995,428.63050000000015,438.13050000000015,body
•write the formulas and names,9.5,29,0,1,1,0,79.31999999999996,259.9265,415.31050000000016,424.81050000000016,body
coordination,9.5,12,0,1,1,0,197.64209999999994,259.9265999999999,403.9105000000002,413.4105000000002,body
•,9.5,1,0,1,1,0,79.31999999999996,83.68999999999997,440.03050000000013,449.53050000000013,body
of mononuclear,9.5,14,0,1,1,0,97.31999999999996,187.53279999999992,403.9105000000002,413.4105000000002,body
compounds;,9.5,10,0,1,1,0,97.31999999999996,156.60239999999996,392.5105000000002,402.0105000000002,body
define different types of isomerism,9.5,35,0,1,1,0,97.31999999999996,259.9285999999999,379.0705000000002,388.5705000000002,body
in coordination compounds;,9.5,26,0,1,1,0,97.31999999999996,234.60729999999998,367.67050000000023,377.17050000000023,body
understand the nature of bonding,9.5,32,0,1,1,0,97.31999999999996,259.9274,354.23050000000023,363.73050000000023,body
in coordination compounds in,9.5,28,0,1,1,0,97.31999999999996,259.929,342.83050000000026,352.33050000000026,body
terms of the Valence Bond and,9.5,29,0,1,1,0,97.31999999999996,259.9241999999999,331.4305000000003,340.9305000000003,body
Crystal Field theories;,9.5,23,0,1,1,0,97.31999999999996,208.3273999999999,320.0305000000003,329.5305000000003,body
appreciate the importance and,9.5,29,0,1,1,0,97.31999999999996,259.9274,306.7105000000003,316.2105000000003,body
applications,9.5,12,0,1,1,0,97.31999999999996,161.10519999999997,295.31050000000033,304.81050000000033,body
coordination,9.5,12,0,1,1,0,197.64299999999997,259.9286,295.31050000000033,304.81050000000033,body
of,9.5,2,0,1,1,0,173.31449999999998,185.43369999999996,295.31050000000033,304.81050000000033,body
compounds in our day to day life.,9.5,33,0,1,1,0,97.31999999999996,259.92840000000007,283.91050000000035,293.41050000000035,body
•,9.5,1,0,1,1,0,79.31999999999996,83.68999999999997,379.0705000000002,388.5705000000002,body
•,9.5,1,0,1,1,0,79.31999999999996,83.68999999999997,354.23050000000023,363.73050000000023,body
•,9.5,1,0,1,1,0,79.31999999999996,83.68999999999997,306.7105000000003,316.2105000000003,body
5.15.15.15.15.1Werner’,14.0,22,0,1,1,0,78.15499999999992,149.3717999999999,226.1060000000004,240.5260000000004,H3
Werner’,14.0,7,0,1,1,0,105.14509999999999,148.94689999999997,226.52579999999998,240.52579999999998,H3
Werner’,14.0,7,0,1,1,0,105.57,149.37179999999998,226.52579999999998,240.52579999999998,H3
Werner’sssss,14.0,12,0,1,1,0,105.36,153.512,226.10579999999996,240.52579999999995,H3
Werner’,14.0,7,0,1,1,0,105.145,148.94679999999997,226.1058,240.1058,H3
Theory of,14.0,9,0,1,1,0,102.15489999999997,153.8772,209.72590000000002,223.72590000000002,H3
Theory of,14.0,9,0,1,1,0,102.57,154.2923,209.72579999999994,223.72579999999994,H3
Theory of,14.0,9,0,1,1,0,102.35989999999997,154.08219999999997,209.51590000000002,223.51590000000002,H3
Theory of,14.0,9,0,1,1,0,102.15499999999999,153.8773,209.30579999999995,223.30579999999995,H3
Theory of,14.0,9,0,1,1,0,102.57,154.2923,209.30579999999995,223.30579999999995,H3
Coordination,14.0,12,0,1,1,0,102.14989999999996,171.15179999999998,192.9259,206.9259,H3
Coordination,14.0,12,0,1,1,0,102.56989999999996,171.57179999999997,192.9259,206.9259,H3
Coordination,14.0,12,0,1,1,0,102.35989999999995,171.3618,192.7159,206.7159,H3
Coordination,14.0,12,0,1,1,0,102.56989999999996,171.57179999999997,192.50590000000003,206.50590000000003,H3
Coordination,14.0,12,0,1,1,0,102.14989999999996,171.15179999999998,192.50590000000003,206.50590000000003,H3
Compounds,14.0,9,0,1,1,0,102.15569999999995,162.87729999999996,176.1259,190.1259,H3
Compounds,14.0,9,0,1,1,0,102.56989999999995,163.29149999999996,176.1259,190.1259,H3
Compounds,14.0,9,0,1,1,0,102.35989999999995,163.08149999999998,175.9159,189.9159,H3
Compounds,14.0,9,0,1,1,0,102.15569999999995,162.87729999999996,175.7059,189.7059,H3
Compounds,14.0,9,0,1,1,0,102.56989999999995,163.29149999999996,175.7059,189.7059,H3
Chemistry,9.5,9,0,1,1,0,78.0,129.0032,85.0705,94.5705,body
118,9.5,3,0,1,1,0,137.76,155.88039999999998,85.0705,94.5705,body
"Alfred Werner (1866-1919), a Swiss chemist was the first to formulate",10.5,69,0,1,2,0,192.35999999999996,553.3199999999999,231.75600000000034,242.32950000000037,body
his ideas about the structures of coordination compounds. He prepared,10.5,69,0,1,1,0,192.35999999999996,553.2004000000002,219.22950000000037,229.72950000000037,body
and characterised a large number of coordination compounds and,10.5,62,0,1,1,0,192.35999999999996,553.1992000000002,206.62950000000038,217.12950000000038,body
studied their physical and chemical behaviour by simple experimental,10.5,68,0,1,1,0,192.35999999999996,553.2024000000002,194.02950000000038,204.52950000000038,body
techniques. Werner proposed the concept of a primary valence and,10.5,64,0,1,2,0,192.35999999999996,553.3199999999998,181.35600000000036,191.9295000000004,body
a secondary valence for a metal ion. Binary compounds such as,10.5,61,0,1,2,0,192.3599999999999,553.3193000000003,168.75600000000037,179.3295000000004,body
"CrCl3, CoCl2 or PdCl2 have primary valence of 3, 2 and 2 respectively.",10.311428571428571,70,0,1,1,0,192.3599999999999,553.3217999999998,155.48990000000038,166.7295000000004,body
"In a series of compounds of cobalt(III) chloride with ammonia, it was",10.5,69,0,1,1,0,192.35999999999993,553.1993000000001,143.6295000000004,154.1295000000004,body
found that some of the chloride ions could be precipitated as AgCl on,10.5,69,0,1,1,0,192.35999999999993,553.1967999999995,131.0295000000004,141.5295000000004,body
adding excess silver nitrate solution in cold but some remained in,10.500000000000004,66,0,1,1,0,192.35999999999993,553.1994999999997,118.4295000000004,128.92950000000042,body
solution.,10.5,9,0,1,1,0,192.35999999999993,236.63999999999993,105.82950000000041,116.32950000000041,body
1 mol,10.5,5,0,2,1,0,209.28,239.28,727.0695000000001,737.5695000000001,body
CoCl3.6NH3 (Yellow),9.805263157894741,19,0,2,1,0,257.28,355.56000000000006,726.3299000000001,737.5695000000001,body
1 mol,10.5,5,0,2,1,0,209.2800000000001,239.2800000000001,708.4695,718.9695,body
CoCl3.5NH3 (Purple),9.805263157894741,19,0,2,1,0,257.2800000000001,357.8402000000001,707.7299,718.9695,body
1 mol,10.5,5,0,2,1,0,209.2800000000001,239.2800000000001,689.8695,700.3695,body
CoCl3.4NH3 (Green),9.766666666666671,18,0,2,1,0,257.2800000000001,354.0000000000001,689.1299,700.3695,body
1 mol,10.5,5,0,2,1,0,209.28000000000014,239.28000000000014,671.2695,681.7695,body
CoCl3.4NH3 (Violet),9.805263157894741,19,0,2,1,0,257.28000000000014,352.56000000000023,670.5299,681.7695,body
gave,10.5,4,0,2,1,0,377.2800000000001,404.2800000000001,727.0695000000001,737.5695000000001,body
gave,10.5,4,0,2,1,0,377.2800000000001,404.2800000000001,708.4695,718.9695,body
gave,10.5,4,0,2,1,0,377.28000000000014,404.28000000000014,689.8695,700.3695,body
gave,10.5,4,0,2,1,0,377.28000000000026,404.28000000000026,671.2695,681.7695,body
3 mol AgCl,10.5,10,0,2,1,0,425.2800000000001,484.5599000000001,727.0695000000001,737.5695000000001,body
2 mol AgCl,10.5,10,0,2,1,0,425.2800000000001,484.5599000000001,708.4695,718.9695,body
1 mol AgCl,10.5,10,0,2,1,0,425.28000000000014,484.55990000000014,689.8695,700.3695,body
1 mol AgCl,10.5,10,0,2,1,0,425.28000000000026,484.55990000000025,671.2695,681.7695,body
"These observations, together with the results of conductivity",10.5,61,0,2,1,0,191.28000000000026,533.2813000000002,653.7495,664.2495,body
"measurements in solution can be explained if (i) six groups in all,",10.5,67,0,2,1,0,173.28000000000026,533.2822000000006,641.1495,651.6495,body
"either chloride ions or ammonia molecules or both, remain bonded to",10.5,67,0,2,1,0,173.28000000000026,533.2828,628.5495,639.0495,body
the cobalt ion during the reaction and (ii) the compounds are formulated,10.5,72,0,2,1,0,173.28000000000026,533.2784000000006,615.9495,626.4495,body
"as shown in Table 5.1, where the atoms within the square brackets",10.5,65,0,2,1,0,173.28000000000026,533.2794000000006,603.3494999999999,613.8494999999999,body
form a single entity which does not dissociate under the reaction,10.5,65,0,2,1,0,173.28000000000026,533.2778,590.7494999999999,601.2494999999999,body
conditions. Werner proposed the term secondary valence for the,10.5,62,0,2,2,0,173.28000000000026,533.2802000000004,578.0759999999998,588.6494999999999,body
number of groups bound directly to the metal ion; in each of these,10.5,66,0,2,1,0,173.28000000000026,533.2781000000007,565.5494999999999,576.0494999999999,body
examples the secondary valences are six.,10.5,40,0,2,1,0,173.28000000000026,386.9998000000002,552.9494999999998,563.4494999999998,body
Table 5.1: Formulation of Cobalt(III) Chloride-Ammonia Complexes,9.5,64,0,2,1,0,172.8,533.2963999999997,528.164,537.664,body
Colour,9.5,6,0,2,1,0,194.64,231.36149999999998,507.764,517.264,body
Formula,9.5,7,0,2,1,0,305.15999999999997,350.88219999999995,507.764,517.264,body
Solution conductivity,9.5,21,0,2,1,0,408.96,531.2457999999999,507.764,517.264,body
corresponds to,9.5,14,0,2,1,0,427.67999999999995,512.4031,496.36400000000003,505.86400000000003,body
Yellow,9.5,6,0,2,1,0,197.52,226.802,476.5105,486.0105,body
Purple,9.5,6,0,2,1,0,196.43999999999994,227.88149999999993,462.1105,471.6105,body
Green,9.5,5,0,2,1,0,197.51999999999995,226.80119999999997,447.7105,457.2105,body
Violet,9.5,6,0,2,1,0,198.72,225.722,433.31050000000005,442.81050000000005,body
[Co(NH3)6]3+3Cl–,8.25,16,0,2,1,0,296.52,367.78999999999996,475.79449999999997,487.7745,body
[CoCl(NH3)5]2+2Cl–,8.38888888888889,18,0,2,1,0,290.99999999999994,373.42999999999995,461.3945,473.3745,body
[CoCl2(NH3)4]+Cl–,8.323529411764707,17,0,2,1,0,294.23999999999995,370.07,446.9945,458.97450000000003,body
[CoCl2(NH3)4]+Cl–,8.323529411764707,17,0,2,1,0,294.24,370.07000000000005,432.59450000000004,444.57450000000006,body
1:3 electrolyte,9.5,15,0,2,1,0,432.23999999999995,501.96349999999995,476.5105,486.0105,body
1:2 electrolyte,9.5,15,0,2,1,0,432.23999999999995,501.96349999999995,462.1105,471.6105,body
1:1 electrolyte,9.5,15,0,2,1,0,432.24,501.9635,447.7105,457.2105,body
1:1 electrolyte,9.5,15,0,2,1,0,432.24000000000007,501.96350000000007,433.31050000000005,442.81050000000005,body
Note that the last two compounds in Table 5.1 have identical empirical,10.5,70,0,2,1,0,173.40000000000026,533.2776000000001,403.0694999999998,413.5694999999998,body
"formula, CoCl3.4NH3, but distinct properties. Such compounds are",10.3625,64,0,2,1,0,173.40000000000026,533.2816000000005,389.72989999999976,400.96949999999975,body
"termed as isomers. Werner in 1898, propounded his theory of",10.5,59,0,2,1,0,173.40000000000026,533.2806000000003,377.86949999999973,388.36949999999973,body
coordination compounds. The main postulates are:,10.5,48,0,2,1,0,173.4000000000003,440.39870000000053,365.2694999999997,375.7694999999997,body
1.In coordination compounds metals show two types of linkages,10.5,61,0,2,2,0,173.4000000000003,533.2834000000008,349.5959999999997,360.1694999999997,body
(valences)-primary and secondary.,10.5,33,0,2,1,0,191.4000000000003,366.1192000000002,337.06949999999966,347.56949999999966,body
2.The primary valences are normally ionisable and are satisfied by,10.5,66,0,2,2,0,173.4000000000003,533.2788,321.3959999999997,331.96949999999964,body
negative ions.,10.5,14,0,2,1,0,191.4000000000003,260.39950000000033,308.8694999999996,319.3694999999996,body
3.The secondary valences are non ionisable. These are satisfied by,10.5,66,0,2,2,0,173.4000000000003,533.2782000000005,293.19599999999963,303.7694999999996,body
neutral molecules or negative ions. The secondary valence is equal to,10.5,69,0,2,1,0,191.4000000000003,533.2784000000004,280.6694999999996,291.1694999999996,body
the coordination number and is fixed for a metal.,10.5,49,0,2,1,0,191.4000000000003,439.6820000000003,268.06949999999955,278.56949999999955,body
4.The ions/groups bound by the secondary linkages to the metal have,10.5,67,0,2,2,0,173.4000000000003,533.2788,252.39599999999956,262.9694999999996,body
characteristic spatial arrangements corresponding to different,10.5,62,0,2,1,0,191.4000000000003,533.2793000000004,239.8694999999996,250.3694999999996,body
coordination numbers.,10.5,21,0,2,1,0,191.4000000000003,307.68000000000035,227.2694999999996,237.7694999999996,body
"In modern formulations, such spatial arrangements are called",10.5,60,0,2,1,0,191.4000000000003,533.2776000000008,212.74949999999959,223.24949999999959,body
coordination polyhedra. The species within the square bracket are,10.5,65,0,2,2,0,173.4000000000003,533.4016000000006,200.1494999999996,210.85949999999957,body
coordination entities or complexes and the ions outside the square,10.5,66,0,2,1,0,173.40000000000026,533.2778999999999,187.5494999999996,198.0494999999996,body
bracket are called counter ions.,10.5,32,0,2,1,0,173.40000000000026,339.12040000000025,174.9494999999996,185.4494999999996,body
"He further postulated that octahedral, tetrahedral and square planar",10.5,68,0,2,1,0,191.40000000000026,533.2816999999999,160.3094999999996,170.8094999999996,body
geometrical shapes are more common in coordination compounds of,10.5,63,0,2,1,0,173.40000000000026,533.2768000000002,147.7094999999996,158.2094999999996,body
"transition metals. Thus, [Co(NH3)6]3+, [CoCl(NH3)5]2+ and [CoCl2(NH3)4]+",9.766666666666671,72,0,2,1,0,173.40000000000026,533.3400000000004,134.2498999999996,147.54989999999958,body
"are octahedral entities, while [Ni(CO)4] and [PtCl4]2– are tetrahedral and",10.262162162162166,74,0,2,1,0,173.40000000000043,533.2803000000005,121.64989999999959,134.9498999999996,body
"square planar, respectively.",10.5,28,0,2,1,0,173.40000000000043,315.12010000000043,109.9094999999996,120.4094999999996,body
119,9.5,3,0,2,1,0,375.0,393.12039999999996,85.0705,94.5705,body
Coordination Compounds,9.5,22,0,2,1,0,407.52,534.2463000000001,85.0705,94.5705,body
"On the basis of the following observations made with aqueous solutions,",10.5,71,0,3,1,0,91.07999999999998,450.35999999999984,716.8695000000001,727.3695000000001,body
assign secondary valences to metals in the following compounds:,10.5,63,0,3,1,0,91.07999999999998,431.64120000000014,704.2695000000001,714.7695000000001,body
Example 5.1,13.0,11,0,3,1,0,456.16999999999996,516.1728999999999,715.7770000000002,728.7770000000002,H3
